,Date,Open,High,Low,Close,Volume,Market Cap
251,2017-01-14,825.14,835.09,812.46,818.41,93063300.0,13285200000
252,2017-01-13,803.74,829.0,780.0,823.98,168968000.0,12939100000
253,2017-12-01,775.18,826.25,755.76,804.83,222326000.0,12477600000
254,2017-11-01,908.12,919.45,762.76,777.76,310929000.0,14615700000
255,2017-10-01,902.44,914.87,901.06,907.68,115808000.0,14522600000
256,2017-09-01,913.24,913.69,879.81,902.83,141877000.0,14694900000
257,2017-08-01,908.17,942.72,887.25,911.2,158715000.0,14611400000
258,2017-07-01,903.49,908.59,823.56,908.59,279550000.0,14534400000
259,2017-06-01,1014.24,1046.81,883.94,902.2,351876000.0,16314100000
260,2017-05-01,1156.73,1191.1,910.42,1013.38,510199000.0,18604000000
261,2017-04-01,1044.4,1159.42,1044.4,1154.73,344946000.0,16795400000
262,2017-03-01,1021.6,1044.08,1021.6,1043.84,185168000.0,16426600000
263,2017-02-01,998.62,1031.39,996.7,1021.75,222185000.0,16055100000
264,2017-01-01,963.66,1003.08,958.7,998.33,147775000.0,15491200000
265,2016-12-31,960.63,963.74,947.24,963.74,99135100.0,15440700000
266,2016-12-30,972.53,972.53,934.83,961.24,187474000.0,15630200000
267,2016-12-29,975.13,979.4,954.5,973.5,199320000.0,15670000000
268,2016-12-28,934.83,975.92,934.83,975.92,236630000.0,15020500000
269,2016-12-27,908.35,940.05,904.25,933.2,167308000.0,14593300000
270,2016-12-26,896.9,913.18,896.9,907.61,123771000.0,14407800000
271,2016-12-25,899.65,899.65,862.42,896.18,143665000.0,14450100000
272,2016-12-24,922.18,923.48,886.34,898.82,137727000.0,14810300000
273,2016-12-23,864.89,925.12,864.68,921.98,275564000.0,13888600000
274,2016-12-22,834.18,875.78,834.15,864.54,200027000.0,13393800000
275,2016-12-21,800.64,834.28,799.4,834.28,155576000.0,12853700000
276,2016-12-20,792.25,801.34,791.5,800.88,99629300.0,12717600000
277,2016-12-19,790.69,793.61,790.32,792.71,74886400.0,12691100000
278,2016-12-18,791.01,794.74,788.03,790.53,60524400.0,12694800000
279,2016-12-17,785.17,792.51,784.86,790.83,78989800.0,12599600000
280,2016-12-16,778.96,785.03,778.96,784.91,83608200.0,12498800000
281,2016-12-15,780.07,781.43,777.8,778.09,81580100.0,12511700000
282,2016-12-14,780.0,782.03,776.84,781.48,75979000.0,12512900000
283,2016-12-13,780.65,788.46,777.96,780.56,81645600.0,12521500000
284,2016-12-12,770.04,781.92,770.04,780.09,76571000.0,12349800000
285,2016-11-12,774.75,774.8,765.41,769.73,57313400.0,12423600000
286,2016-10-12,773.02,777.09,772.91,774.65,53843100.0,12394500000
287,2016-09-12,769.94,774.53,769.65,772.79,68705300.0,12344000000
288,2016-08-12,768.08,774.7,765.95,770.81,80111900.0,12312500000
289,2016-07-12,764.21,771.54,759.75,768.13,96426100.0,12248900000
290,2016-06-12,758.72,765.62,758.72,764.22,116218000.0,12159400000
291,2016-05-12,773.39,773.47,751.71,758.7,106363000.0,12393100000
292,2016-04-12,771.64,773.87,768.16,773.87,60557900.0,12363600000
293,2016-03-12,778.25,778.25,764.86,771.15,69547300.0,12467800000
294,2016-02-12,757.54,781.3,757.54,777.94,127605000.0,12134800000
295,2016-01-12,746.05,758.27,746.05,756.77,80461900.0,11949200000
296,2016-11-30,736.28,747.93,736.26,745.69,84070800.0,11791600000
297,2016-11-29,736.33,737.47,734.56,735.6,68511100.0,11790900000
298,2016-11-28,732.48,738.01,732.48,735.81,61888600.0,11727800000
299,2016-11-27,735.44,739.02,731.09,732.03,52601800.0,11773800000
300,2016-11-26,741.51,742.21,729.63,735.38,54962700.0,11869600000
301,2016-11-25,740.44,741.65,734.59,741.65,67807600.0,11851100000
302,2016-11-24,744.62,746.83,733.49,740.29,85919300.0,11916500000
303,2016-11-23,751.74,752.25,738.92,744.59,76543800.0,12029000000
304,2016-11-22,739.64,753.87,736.53,751.35,129906000.0,11834200000
305,2016-11-21,731.26,741.72,730.51,739.25,60802400.0,11698900000
306,2016-11-20,751.88,755.48,717.94,731.03,154116000.0,12027500000
307,2016-11-19,751.83,756.24,744.47,751.62,110608000.0,12025400000
308,2016-11-18,740.71,752.88,736.89,751.59,87363100.0,11846000000
309,2016-11-17,744.88,755.64,739.51,740.98,108579000.0,11911300000
310,2016-11-16,711.17,747.62,709.04,744.2,141294000.0,11370700000
311,2016-11-15,705.79,715.72,705.26,711.62,72038500.0,11283400000
312,2016-11-14,702.0,706.28,699.81,705.02,62993000.0,11214600000
313,2016-11-13,705.2,705.26,687.32,702.03,80318100.0,11264500000
314,2016-12-11,716.75,717.15,704.03,705.05,64622500.0,11447700000
315,2016-11-11,715.55,718.32,714.41,716.41,63119700.0,11427200000
316,2016-10-11,722.84,723.02,711.21,715.53,68807800.0,11542100000
317,2016-09-11,709.83,740.05,708.61,723.27,132429000.0,11333000000
318,2016-08-11,703.09,712.99,702.39,709.85,79660800.0,11224000000
319,2016-07-11,710.74,710.74,699.9,703.13,65047100.0,11344800000
320,2016-06-11,703.81,714.26,699.56,711.52,59902200.0,11233000000
321,2016-05-11,703.52,707.51,697.74,703.42,53752300.0,11227200000
322,2016-04-11,689.12,706.93,685.56,703.24,99907700.0,10996400000
323,2016-03-11,742.35,745.77,678.16,688.7,172808000.0,11844300000
324,2016-02-11,730.07,740.83,722.35,740.83,84865200.0,11647200000
325,2016-01-11,701.34,736.45,701.34,729.79,130527000.0,11187700000
326,2016-10-31,702.64,709.29,691.68,700.97,97064400.0,11207200000
327,2016-10-30,714.12,714.12,696.48,701.86,100665000.0,11388800000
328,2016-10-29,690.29,720.4,690.05,714.48,134761000.0,11007600000
329,2016-10-28,688.0,690.44,684.16,689.65,81145500.0,10969800000
330,2016-10-27,678.21,688.59,678.04,688.31,96105300.0,10812500000
331,2016-10-26,657.68,679.73,657.68,678.3,88877100.0,10484000000
332,2016-10-25,654.0,664.42,653.7,657.59,90378800.0,10424300000
333,2016-10-24,657.16,657.25,652.6,653.76,62218200.0,10473500000
334,2016-10-23,657.62,661.13,653.89,657.07,54474600.0,10479700000
335,2016-10-22,633.14,658.2,632.85,657.29,78556500.0,10088400000
336,2016-10-21,630.83,634.09,630.69,632.83,55951000.0,10050300000
337,2016-10-20,630.66,631.92,628.26,630.86,56957300.0,10046700000
338,2016-10-19,638.13,638.87,628.01,630.52,69381700.0,10164800000
339,2016-10-18,639.41,640.74,636.0,637.96,65546700.0,10184000000
340,2016-10-17,641.82,642.33,638.66,639.19,58063600.0,10221300000
341,2016-10-16,639.08,642.9,638.9,641.63,40298100.0,10176800000
342,2016-10-15,640.31,642.1,637.39,638.65,39035400.0,10195200000
343,2016-10-14,637.01,641.28,637.01,640.38,58144600.0,10141600000
344,2016-10-13,636.03,638.83,635.03,636.79,61620700.0,10125100000
345,2016-12-10,640.87,641.34,635.97,636.19,92370200.0,10201000000
346,2016-11-10,619.24,642.08,618.5,641.07,103590000.0,9855650000
347,2016-10-10,616.82,621.32,616.2,618.99,67481100.0,9816270000
348,2016-09-10,619.17,619.2,616.61,616.75,39243400.0,9852480000
349,2016-08-10,617.34,619.85,617.34,619.11,42345900.0,9822100000
350,2016-07-10,612.61,617.91,611.82,617.12,64071400.0,9745740000
351,2016-06-10,612.47,613.82,611.47,613.02,56812100.0,9742370000
352,2016-05-10,610.22,613.81,609.62,612.51,68077500.0,9705320000
353,2016-04-10,612.05,612.05,609.48,610.2,49801600.0,9733330000
354,2016-03-10,610.97,612.57,610.46,612.13,46798300.0,9714980000
355,2016-02-10,613.95,614.0,609.68,610.89,39249800.0,9761330000
356,2016-01-10,609.93,615.24,609.93,613.98,56357000.0,9696280000
357,2016-09-30,605.72,609.74,604.14,609.74,56122400.0,9628250000
358,2016-09-29,605.02,606.82,604.85,605.69,55658600.0,9616160000
