"Timestamp","Temperature_Celsius","Relative_Humidity"
"2021-01-10 09:08:44","20.9","27"
"2021-01-10 09:12:45","21.5","27"
"2021-01-10 09:16:52","21.9","28"
"2021-01-10 09:22:54","22.3","27"
"2021-01-10 09:48:57","22.9","27"
"2021-01-10 10:19:01","22.9","27"
"2021-01-10 10:37:04","23.4","28"
"2021-01-10 11:07:09","23.4","28"
"2021-01-10 11:23:11","23.1","28"
"2021-01-10 11:53:13","22.6","29"
"2021-01-10 12:23:18","22.2","29"
"2021-01-10 12:53:22","21.9","29"
"2021-01-10 13:23:25","21.6","29"
"2021-01-10 13:53:31","21.3","29"
"2021-01-10 14:23:38","21.0","29"
"2021-01-10 14:53:42","20.8","29"
"2021-01-10 15:23:45","20.5","29"
"2021-01-10 15:53:56","20.4","28"
"2021-01-10 16:24:01","20.2","28"
"2021-01-10 16:54:05","20.0","28"
"2021-01-10 17:22:07","19.8","28"
"2021-01-10 17:52:12","19.7","28"
"2021-01-10 18:22:17","19.5","28"
"2021-01-10 18:52:23","19.4","29"
"2021-01-10 19:22:29","19.3","29"
"2021-01-10 19:52:35","19.2","29"
"2021-01-10 20:08:44","19.7","30"
"2021-01-10 20:12:46","20.1","30"
"2021-01-10 20:18:49","20.7","30"
"2021-01-10 20:24:51","21.3","29"
"2021-01-10 20:30:52","21.8","29"
"2021-01-10 20:36:53","22.2","29"
"2021-01-10 20:52:57","22.6","29"
"2021-01-10 21:23:00","22.4","31"
"2021-01-10 21:53:03","22.1","38"
"2021-01-10 22:23:06","21.9","41"
"2021-01-10 22:53:09","22.1","41"
"2021-01-10 23:23:22","22.2","41"
"2021-01-10 23:53:23","22.2","40"
"2021-01-11 00:21:29","22.3","40"
"2021-01-11 00:51:35","22.2","40"
"2021-01-11 01:21:39","22.2","40"
"2021-01-11 01:51:44","22.2","39"
"2021-01-11 02:21:50","22.2","39"
"2021-01-11 02:51:53","22.2","38"
"2021-01-11 03:17:59","21.8","36"
"2021-01-11 03:38:02","21.2","35"
"2021-01-11 04:04:07","20.8","35"
"2021-01-11 04:34:11","20.4","35"
"2021-01-11 05:04:14","20.1","35"
"2021-01-11 05:34:18","19.9","35"
"2021-01-11 06:04:23","19.8","37"
"2021-01-11 06:34:25","19.7","36"
"2021-01-11 07:04:29","19.5","36"
"2021-01-11 07:34:36","19.4","36"
"2021-01-11 08:02:41","19.4","36"
"2021-01-11 08:22:44","19.9","37"
"2021-01-11 08:26:48","20.3","37"
"2021-01-11 08:32:48","21.0","35"
"2021-01-11 08:36:50","21.5","35"
"2021-01-11 08:40:51","21.9","34"
"2021-01-11 08:46:53","22.5","34"
"2021-01-11 08:50:57","22.9","33"
"2021-01-11 08:56:59","23.4","33"
"2021-01-11 09:05:01","23.9","32"
"2021-01-11 09:11:06","24.4","31"
"2021-01-11 09:25:07","24.9","31"
"2021-01-11 09:35:12","25.4","30"
"2021-01-11 09:41:14","25.9","29"
"2021-01-11 09:47:15","26.3","29"
"2021-01-11 09:53:18","26.9","28"
"2021-01-11 10:01:20","27.4","27"
"2021-01-11 10:11:21","27.9","27"
"2021-01-11 10:33:24","28.3","26"
"2021-01-11 10:45:28","28.0","27"
"2021-01-11 11:15:34","28.1","28"
"2021-01-11 11:39:39","28.5","27"
"2021-01-11 11:47:40","28.1","27"
"2021-01-11 11:55:44","27.6","27"
"2021-01-11 12:05:48","27.2","27"
"2021-01-11 12:17:50","26.6","29"
"2021-01-11 12:47:55","26.3","30"
"2021-01-11 13:11:59","26.8","29"
"2021-01-11 13:30:02","27.2","28"
"2021-01-11 14:00:07","27.8","27"
"2021-01-11 14:30:11","27.9","26"
"2021-01-11 15:00:15","27.8","26"
"2021-01-11 15:14:17","28.3","26"
"2021-01-11 15:44:21","28.6","25"
"2021-01-11 16:14:33","28.2","25"
"2021-01-11 16:22:34","27.7","25"
"2021-01-11 16:28:37","27.1","25"
"2021-01-11 16:32:38","26.8","25"
"2021-01-11 16:40:40","26.2","25"
"2021-01-11 16:48:46","25.7","25"
"2021-01-11 17:00:48","25.2","25"
"2021-01-11 17:18:52","24.8","25"
"2021-01-11 17:32:56","24.2","25"
"2021-01-11 17:44:58","23.8","25"
"2021-01-11 18:15:02","23.5","28"
"2021-01-11 18:45:07","23.7","29"
"2021-01-11 19:05:11","24.2","28"
"2021-01-11 19:15:13","24.7","28"
"2021-01-11 19:27:16","25.1","27"
"2021-01-11 19:57:21","25.6","26"
"2021-01-11 20:27:27","25.9","27"
"2021-01-11 20:57:31","26.0","27"
"2021-01-11 21:27:35","26.0","27"
"2021-01-11 21:57:39","26.0","27"
"2021-01-11 22:27:45","26.1","27"
"2021-01-11 22:57:49","26.3","26"
"2021-01-11 23:27:51","26.4","26"
"2021-01-11 23:58:00","26.5","26"
"2021-01-12 00:12:11","25.9","26"
"2021-01-12 00:18:11","25.5","26"
"2021-01-12 00:26:13","24.9","26"
"2021-01-12 00:32:15","24.5","27"
"2021-01-12 00:38:18","24.0","27"
"2021-01-12 00:46:20","23.6","27"
"2021-01-12 00:56:20","23.0","28"
"2021-01-12 01:08:22","22.5","28"
"2021-01-12 01:22:25","22.0","29"
"2021-01-12 01:42:28","21.6","29"
"2021-01-12 02:12:30","21.1","30"
"2021-01-12 02:42:36","20.8","30"
"2021-01-12 03:12:39","20.6","30"
"2021-01-12 03:42:44","20.4","31"
"2021-01-12 04:12:48","20.3","31"
"2021-01-12 04:42:54","20.2","32"
"2021-01-12 05:12:57","20.1","32"
"2021-01-12 05:43:03","20.0","32"
"2021-01-12 06:13:09","19.9","33"
"2021-01-12 06:41:14","19.8","33"
"2021-01-12 06:43:27","19.9","33"
"2021-01-12 07:11:30","19.8","33"
"2021-01-12 07:41:36","19.8","34"
"2021-01-12 08:11:39","19.7","33"
"2021-01-12 08:39:48","20.2","33"
"2021-01-12 08:47:50","20.7","33"
"2021-01-12 08:57:52","21.2","33"
"2021-01-12 09:07:55","21.7","32"
"2021-01-12 09:19:56","22.2","32"
"2021-01-12 09:27:59","22.8","31"
"2021-01-12 09:32:00","23.2","30"
"2021-01-12 10:02:06","23.6","30"
"2021-01-12 10:32:11","23.9","29"
"2021-01-12 11:02:15","23.8","29"
"2021-01-12 11:30:22","23.4","30"
"2021-01-12 12:00:25","23.2","30"
"2021-01-12 12:30:32","23.2","30"
"2021-01-12 13:00:37","23.4","29"
"2021-01-12 13:30:41","23.7","28"
"2021-01-12 14:00:46","23.6","28"
"2021-01-12 14:10:48","24.1","28"
"2021-01-12 14:16:49","24.4","28"
"2021-01-12 14:28:51","24.9","27"
"2021-01-12 14:50:53","25.5","27"
"2021-01-12 15:02:56","26.0","27"
"2021-01-12 15:14:57","26.5","26"
"2021-01-12 15:33:01","26.0","26"
"2021-01-12 15:37:09","25.5","27"
"2021-01-12 15:45:11","25.0","27"
"2021-01-12 15:55:15","24.5","28"
"2021-01-12 16:25:17","25.0","28"
"2021-01-12 16:47:22","25.4","28"
"2021-01-12 16:53:23","25.9","28"
"2021-01-12 17:01:24","26.5","27"
"2021-01-12 17:09:26","26.9","27"
"2021-01-12 17:21:29","27.4","26"
"2021-01-12 17:31:33","26.8","25"
"2021-01-12 17:33:32","26.3","26"
"2021-01-12 17:37:34","25.8","27"
"2021-01-12 17:39:37","25.4","27"
"2021-01-12 17:45:40","24.8","28"
"2021-01-12 17:49:41","24.4","28"
"2021-01-12 17:59:44","23.9","28"
"2021-01-12 18:07:44","23.5","30"
"2021-01-12 18:37:49","23.2","31"
"2021-01-12 18:51:52","23.8","30"
"2021-01-12 18:55:53","24.2","30"
"2021-01-12 19:01:55","24.7","29"
"2021-01-12 19:32:01","24.7","29"
"2021-01-12 19:44:04","24.3","30"
"2021-01-12 19:52:06","23.8","30"
"2021-01-12 20:22:10","23.5","31"
"2021-01-12 20:50:13","23.5","32"
"2021-01-12 21:20:16","23.4","31"
"2021-01-12 21:50:20","23.2","38"
"2021-01-12 22:20:25","23.2","40"
"2021-01-12 22:50:30","23.2","40"
"2021-01-12 23:20:34","23.0","41"
"2021-01-12 23:50:38","23.2","40"
"2021-01-13 00:08:42","22.7","38"
"2021-01-13 00:16:44","22.2","39"
"2021-01-13 00:28:47","21.7","40"
"2021-01-13 00:42:51","21.2","39"
"2021-01-13 01:02:54","20.7","40"
"2021-01-13 01:24:58","20.3","40"
"2021-01-13 01:55:03","19.9","40"
"2021-01-13 02:25:07","19.7","39"
"2021-01-13 02:55:12","19.6","39"
"2021-01-13 03:25:16","19.4","39"
"2021-01-13 03:55:23","19.3","39"
"2021-01-13 04:25:26","19.2","38"
"2021-01-13 04:55:30","19.1","38"
"2021-01-13 05:25:35","19.0","37"
"2021-01-13 05:55:41","18.9","37"
"2021-01-13 06:25:44","18.9","37"
"2021-01-13 06:55:47","18.8","37"
"2021-01-13 07:25:50","18.8","37"
"2021-01-13 07:55:54","19.0","37"
"2021-01-13 08:25:58","19.2","38"
"2021-01-13 08:56:01","19.5","39"
"2021-01-13 09:26:06","19.8","39"
"2021-01-13 09:46:11","20.3","39"
"2021-01-13 09:50:12","20.8","39"
"2021-01-13 09:56:14","21.4","37"
"2021-01-13 10:02:14","21.8","36"
"2021-01-13 10:08:28","22.2","36"
"2021-01-13 10:16:31","22.8","34"
"2021-01-13 10:24:33","23.3","35"
"2021-01-13 10:34:37","23.8","34"
"2021-01-13 10:44:37","24.3","33"
"2021-01-13 10:58:39","24.7","32"
"2021-01-13 11:28:43","25.1","30"
"2021-01-13 11:42:46","25.5","30"
"2021-01-13 12:12:51","25.8","29"
"2021-01-13 12:42:55","25.6","28"
"2021-01-13 13:13:00","25.5","27"
"2021-01-13 13:43:04","25.3","26"
"2021-01-13 14:13:07","25.1","27"
"2021-01-13 14:33:10","24.7","28"
"2021-01-13 15:03:13","24.4","30"
"2021-01-13 15:33:16","24.2","30"
"2021-01-13 16:03:22","24.0","29"
"2021-01-13 16:31:25","24.3","30"
"2021-01-13 16:35:25","24.9","30"
"2021-01-13 16:41:27","25.4","29"
"2021-01-13 17:03:32","24.9","28"
"2021-01-13 17:23:35","24.4","28"
"2021-01-13 17:53:40","24.3","30"
"2021-01-13 18:23:45","24.5","30"
"2021-01-13 18:53:48","24.5","30"
"2021-01-13 18:59:52","24.9","29"
"2021-01-13 19:29:54","24.8","29"
"2021-01-13 19:58:00","24.3","29"
"2021-01-13 20:28:03","24.1","31"
"2021-01-13 20:58:06","24.2","32"
"2021-01-13 21:28:13","24.2","31"
"2021-01-13 21:38:14","24.8","31"
"2021-01-13 22:08:19","25.0","30"
"2021-01-13 22:30:23","24.5","30"
"2021-01-13 22:50:27","24.1","31"
"2021-01-13 23:20:32","23.7","32"
"2021-01-13 23:28:37","23.2","32"
"2021-01-13 23:42:41","22.7","32"
"2021-01-13 23:56:42","22.2","33"
"2021-01-14 00:10:44","21.7","33"
"2021-01-14 00:28:48","21.3","34"
"2021-01-14 00:54:53","20.8","34"
"2021-01-14 01:24:57","20.4","34"
"2021-01-14 01:55:01","20.1","34"
"2021-01-14 02:25:05","19.9","34"
"2021-01-14 02:55:08","19.8","35"
"2021-01-14 03:25:16","19.7","35"
"2021-01-14 03:55:18","19.6","35"
"2021-01-14 04:25:24","19.5","35"
"2021-01-14 04:55:27","19.4","35"
"2021-01-14 05:25:30","19.4","35"
"2021-01-14 05:55:36","19.3","35"
"2021-01-14 06:25:42","19.2","35"
"2021-01-14 06:55:46","19.2","35"
"2021-01-14 07:25:50","19.0","36"
"2021-01-14 07:55:55","19.2","36"
"2021-01-14 08:25:59","19.3","36"
"2021-01-14 08:56:05","19.5","36"
"2021-01-14 09:26:11","19.7","36"
"2021-01-14 09:50:16","20.1","37"
"2021-01-14 10:20:22","20.3","37"
"2021-01-14 10:50:27","20.5","37"
"2021-01-14 11:20:31","20.5","37"
"2021-01-14 11:50:34","20.5","37"
"2021-01-14 12:20:37","20.6","37"
"2021-01-14 12:50:43","20.7","36"
"2021-01-14 13:20:49","20.7","36"
"2021-01-14 13:50:54","20.8","36"
"2021-01-14 14:20:58","20.7","36"
"2021-01-14 14:51:04","20.7","36"
"2021-01-14 15:21:08","20.6","37"
"2021-01-14 15:51:11","20.4","37"
"2021-01-14 16:21:14","20.2","37"
"2021-01-14 16:51:19","20.2","37"
"2021-01-14 17:21:25","20.0","37"
"2021-01-14 17:51:31","19.9","37"
"2021-01-14 18:21:37","19.8","37"
"2021-01-14 18:50:12","19.8","37"
"2021-01-14 19:20:17","19.7","36"
"2021-01-14 19:50:22","19.7","37"
"2021-01-14 20:16:32","20.2","37"
"2021-01-14 20:22:34","20.7","37"
"2021-01-14 20:30:42","21.2","36"
"2021-01-14 20:40:42","21.6","35"
"2021-01-14 20:56:45","22.1","35"
"2021-01-14 21:26:52","22.3","35"
"2021-01-14 21:56:58","22.2","37"
"2021-01-14 22:27:01","22.2","37"
"2021-01-14 22:57:06","22.2","36"
"2021-01-14 23:27:11","22.2","35"
"2021-01-14 23:57:14","22.2","35"
"2021-01-15 00:27:19","22.2","35"
"2021-01-15 00:57:24","22.3","35"
"2021-01-15 01:17:26","21.9","35"
"2021-01-15 01:41:30","21.3","36"
"2021-01-15 02:11:32","21.0","37"
"2021-01-15 02:41:39","20.7","37"
"2021-01-15 03:11:42","20.6","37"
"2021-01-15 03:41:45","20.3","38"
"2021-01-15 04:11:48","20.2","38"
"2021-01-15 04:41:51","20.2","38"
"2021-01-15 05:11:56","20.1","38"
"2021-01-15 05:40:00","20.0","37"
"2021-01-15 06:10:03","19.9","38"
"2021-01-15 06:40:08","19.9","38"
"2021-01-15 07:10:13","20.4","37"
"2021-01-15 07:14:13","21.1","37"
"2021-01-15 07:16:16","21.4","36"
"2021-01-15 07:20:17","21.9","36"
"2021-01-15 07:24:19","22.5","35"
"2021-01-15 07:28:21","22.9","35"
"2021-01-15 07:32:24","23.4","34"
"2021-01-15 07:38:26","24.1","34"
"2021-01-15 07:40:29","24.4","34"
"2021-01-15 07:46:28","25.0","33"
"2021-01-15 08:16:32","24.8","31"
"2021-01-15 08:46:37","25.0","32"
"2021-01-15 08:56:40","25.4","33"
"2021-01-15 09:06:41","26.0","32"
"2021-01-15 09:14:43","26.5","32"
"2021-01-15 09:24:44","27.0","32"
"2021-01-15 09:38:46","27.4","31"
"2021-01-15 10:02:55","28.0","31"
"2021-01-15 10:32:59","28.4","29"
"2021-01-15 11:03:03","28.9","28"
"2021-01-15 11:21:07","29.3","28"
"2021-01-15 11:51:12","29.7","27"
"2021-01-15 12:17:15","29.2","24"
"2021-01-15 12:23:18","28.8","24"
"2021-01-15 12:29:21","28.2","25"
"2021-01-15 12:39:22","27.7","25"
"2021-01-15 12:53:25","27.2","26"
"2021-01-15 13:13:28","27.6","28"
"2021-01-15 13:43:33","28.0","26"
"2021-01-15 14:13:37","28.2","27"
"2021-01-15 14:19:39","27.8","28"
"2021-01-15 14:49:46","27.8","30"
"2021-01-15 15:19:48","28.0","30"
"2021-01-15 15:35:52","27.5","30"
"2021-01-15 15:39:54","27.0","30"
"2021-01-15 15:44:02","26.5","31"
"2021-01-15 15:48:03","26.0","31"
"2021-01-15 15:54:04","25.5","32"
"2021-01-15 16:00:05","25.0","32"
"2021-01-15 16:08:07","24.5","33"
"2021-01-15 16:16:08","24.1","34"
"2021-01-15 16:28:11","23.5","35"
"2021-01-15 16:44:15","23.1","36"
"2021-01-15 17:14:18","22.7","38"
"2021-01-15 17:34:23","23.2","40"
"2021-01-15 18:02:29","23.8","44"
"2021-01-15 18:32:33","24.2","44"
"2021-01-15 19:02:38","24.2","47"
"2021-01-15 19:32:42","24.3","47"
"2021-01-15 20:02:54","24.3","47"
"2021-01-15 20:32:58","24.3","47"
"2021-01-15 21:03:03","24.4","46"
"2021-01-15 21:33:08","24.1","47"
"2021-01-15 22:01:14","24.0","47"
"2021-01-15 22:31:16","24.2","45"
"2021-01-15 23:01:21","24.2","43"
"2021-01-15 23:31:25","24.4","41"
"2021-01-16 00:01:29","24.4","39"
"2021-01-16 00:19:33","24.0","39"
"2021-01-16 00:35:37","23.4","39"
"2021-01-16 01:01:40","23.0","39"
"2021-01-16 01:19:45","22.4","39"
"2021-01-16 01:39:47","21.9","39"
"2021-01-16 02:05:49","21.5","39"
"2021-01-16 02:35:52","21.1","39"
"2021-01-16 03:05:55","20.8","39"
"2021-01-16 03:36:01","20.6","39"
"2021-01-16 04:06:09","20.4","38"
"2021-01-16 04:36:14","20.4","38"
"2021-01-16 05:06:17","20.2","38"
"2021-01-16 05:36:20","20.1","37"
"2021-01-16 06:06:25","19.9","37"
"2021-01-16 06:36:29","19.9","37"
"2021-01-16 07:06:35","19.9","36"
"2021-01-16 07:36:39","19.8","36"
"2021-01-16 08:06:43","19.9","36"
"2021-01-16 08:36:46","20.1","36"
"2021-01-16 09:06:49","20.2","36"
"2021-01-16 09:36:52","20.2","36"
"2021-01-16 10:06:58","20.2","40"
"2021-01-16 10:37:00","20.3","44"
"2021-01-16 11:07:07","20.3","45"
"2021-01-16 11:33:11","20.8","50"
"2021-01-16 12:01:15","21.2","49"
"2021-01-16 12:31:20","21.6","49"
"2021-01-16 12:41:21","22.0","48"
"2021-01-16 13:11:26","21.8","46"
"2021-01-16 13:27:29","21.3","46"
"2021-01-16 13:57:31","21.0","46"
"2021-01-16 14:27:39","20.7","47"
"2021-01-16 14:57:44","20.7","48"
"2021-01-16 15:27:48","20.6","48"
"2021-01-16 15:57:59","20.4","48"
"2021-01-16 16:28:04","20.3","48"
"2021-01-16 16:58:15","20.2","48"
"2021-01-16 17:28:19","20.7","49"
"2021-01-16 17:32:22","21.1","48"
"2021-01-16 17:38:22","21.6","47"
"2021-01-16 17:44:24","22.1","45"
"2021-01-16 17:52:26","22.6","44"
"2021-01-16 18:04:28","23.1","43"
"2021-01-16 18:34:32","23.2","42"
"2021-01-16 19:04:37","22.9","43"
"2021-01-16 19:34:41","22.8","43"
"2021-01-16 20:04:47","22.7","42"
"2021-01-16 20:30:53","23.2","42"
"2021-01-16 20:40:55","23.7","41"
"2021-01-16 20:48:56","24.2","40"
"2021-01-16 20:59:00","24.7","38"
"2021-01-16 21:09:01","25.2","38"
"2021-01-16 21:27:05","25.7","37"
"2021-01-16 21:57:08","26.1","38"
"2021-01-16 22:27:12","25.6","39"
"2021-01-16 22:37:14","25.2","40"
"2021-01-16 22:59:17","24.7","41"
"2021-01-16 23:25:25","24.3","42"
"2021-01-16 23:55:28","24.0","43"
"2021-01-17 00:25:33","23.9","43"
"2021-01-17 00:55:37","23.8","43"
"2021-01-17 01:25:43","23.9","43"
"2021-01-17 01:55:47","23.9","43"
"2021-01-17 02:25:52","23.6","43"
"2021-01-17 02:31:53","23.2","44"
"2021-01-17 02:39:56","22.7","44"
"2021-01-17 02:51:58","22.2","45"
"2021-01-17 03:08:02","21.8","45"
"2021-01-17 03:24:05","21.2","46"
"2021-01-17 03:52:08","20.7","46"
"2021-01-17 04:22:12","20.4","47"
"2021-01-17 04:52:17","20.2","47"
"2021-01-17 05:22:21","20.0","47"
"2021-01-17 05:52:24","19.8","47"
"2021-01-17 06:22:29","19.8","47"
"2021-01-17 06:52:34","19.7","47"
"2021-01-17 07:22:38","19.6","47"
"2021-01-17 07:52:43","19.6","47"
"2021-01-17 08:10:45","20.0","48"
"2021-01-17 08:18:55","20.5","46"
"2021-01-17 08:26:57","21.0","45"
"2021-01-17 08:36:59","21.4","45"
"2021-01-17 08:51:02","22.0","43"
"2021-01-17 09:09:06","22.5","42"
"2021-01-17 09:31:10","23.0","41"
"2021-01-17 10:01:16","23.3","40"
"2021-01-17 10:31:21","23.6","37"
"2021-01-17 11:01:26","23.9","37"
"2021-01-17 11:07:30","24.5","36"
"2021-01-17 11:13:33","24.9","35"
"2021-01-17 11:43:38","25.3","34"
"2021-01-17 12:03:40","24.8","34"
"2021-01-17 12:33:47","24.4","34"
"2021-01-17 13:03:54","24.2","37"
"2021-01-17 13:34:01","24.0","38"
"2021-01-17 14:04:05","23.9","39"
"2021-01-17 14:34:12","23.9","40"
"2021-01-17 15:04:15","23.9","40"
"2021-01-17 15:34:19","24.0","40"
"2021-01-17 16:04:25","23.8","39"
"2021-01-17 16:34:30","23.8","39"
"2021-01-17 17:04:40","23.9","38"
"2021-01-17 17:34:44","23.8","38"
"2021-01-17 18:04:49","23.7","38"
"2021-01-17 18:34:52","23.9","38"
"2021-01-17 19:04:57","23.9","37"
"2021-01-17 19:35:02","23.9","36"
"2021-01-17 20:05:05","23.9","35"
"2021-01-17 20:35:08","23.8","36"
"2021-01-17 21:05:13","23.9","35"
"2021-01-17 21:35:15","23.8","35"
"2021-01-17 22:05:19","23.9","36"
"2021-01-17 22:35:25","23.9","36"
"2021-01-17 23:05:27","23.9","36"
"2021-01-17 23:33:35","23.8","36"
"2021-01-18 00:03:42","23.9","37"
"2021-01-18 00:33:47","23.9","36"
"2021-01-18 01:03:52","23.9","36"
"2021-01-18 01:33:57","23.9","36"
"2021-01-18 02:00:01","23.5","36"
"2021-01-18 02:08:03","22.9","37"
"2021-01-18 02:18:06","22.5","37"
"2021-01-18 02:30:11","22.0","38"
"2021-01-18 02:50:12","21.4","38"
"2021-01-18 03:14:15","20.9","39"
"2021-01-18 03:44:19","20.6","40"
"2021-01-18 04:14:22","20.3","40"
"2021-01-18 04:44:28","20.2","40"
"2021-01-18 05:12:32","20.0","40"
"2021-01-18 05:42:36","19.9","40"
"2021-01-18 06:12:40","19.8","40"
"2021-01-18 06:42:45","19.8","39"
"2021-01-18 07:12:49","19.7","37"
"2021-01-18 07:42:52","19.8","36"
"2021-01-18 08:12:54","19.9","35"
"2021-01-18 08:42:59","20.2","33"
"2021-01-18 09:13:03","20.5","32"
"2021-01-18 12:04:45","23.0","32"
"2021-01-18 12:35:03","22.9","31"
"2021-01-18 13:05:06","22.7","32"
"2021-01-18 13:27:10","22.3","34"
"2021-01-18 13:57:13","21.8","35"
"2021-01-18 14:27:16","21.4","36"
"2021-01-18 14:57:22","21.3","37"
"2021-01-18 15:27:26","21.0","37"
"2021-01-18 15:57:30","20.8","37"
"2021-01-18 16:21:34","21.3","37"
"2021-01-18 16:25:36","21.8","37"
"2021-01-18 16:35:38","22.3","36"
"2021-01-18 17:01:41","22.7","35"
"2021-01-18 17:31:45","22.8","35"
"2021-01-18 18:01:57","22.8","34"
"2021-01-18 18:32:01","22.9","35"
"2021-01-18 19:02:06","23.0","35"
"2021-01-18 19:32:10","23.0","35"
"2021-01-18 20:02:14","23.0","33"
"2021-01-18 20:30:20","23.0","36"
"2021-01-18 21:00:24","23.1","35"
"2021-01-18 21:30:27","23.1","35"
"2021-01-18 22:00:30","23.2","36"
"2021-01-18 22:30:35","23.2","38"
"2021-01-18 23:00:39","23.2","38"
"2021-01-18 23:30:45","23.1","38"
"2021-01-19 00:00:49","23.1","38"
"2021-01-19 00:18:52","22.6","38"
"2021-01-19 00:34:56","22.1","38"
"2021-01-19 00:57:00","21.6","38"
"2021-01-19 01:25:05","21.2","37"
"2021-01-19 01:55:12","20.8","37"
"2021-01-19 02:25:15","20.6","37"
"2021-01-19 02:55:17","20.4","38"
"2021-01-19 03:25:20","20.3","38"
"2021-01-19 03:55:23","20.2","38"
"2021-01-19 04:25:26","20.1","38"
"2021-01-19 04:55:31","20.0","39"
"2021-01-19 05:25:36","19.9","39"
"2021-01-19 05:55:41","19.9","39"
"2021-01-19 06:25:44","19.8","39"
"2021-01-19 06:55:46","19.8","39"
"2021-01-19 07:25:49","19.9","41"
"2021-01-19 07:55:52","19.9","40"
"2021-01-19 08:25:57","19.9","40"
"2021-01-19 08:56:00","20.2","39"
"2021-01-19 09:26:06","20.5","38"
"2021-01-19 09:56:10","20.6","36"
"2021-01-19 10:26:15","20.7","33"
"2021-01-19 10:54:19","20.6","32"
"2021-01-19 11:24:22","20.7","30"
"2021-01-19 11:54:24","20.6","29"
"2021-01-19 12:24:29","20.6","28"
"2021-01-19 12:54:33","20.6","27"
"2021-01-19 13:24:37","20.6","26"
"2021-01-19 13:54:43","20.6","26"
"2021-01-19 14:24:47","20.5","26"
"2021-01-19 14:54:50","20.4","25"
"2021-01-19 15:24:55","20.1","25"
"2021-01-19 15:55:00","20.0","25"
"2021-01-19 16:25:04","19.8","25"
"2021-01-19 16:55:10","19.7","25"
"2021-01-19 17:25:16","19.5","25"
"2021-01-19 17:55:23","19.3","24"
"2021-01-19 18:25:26","19.2","24"
"2021-01-19 18:55:29","19.2","24"
"2021-01-19 19:13:34","19.9","25"
"2021-01-19 19:15:36","20.2","25"
"2021-01-19 19:19:40","20.8","25"
"2021-01-19 19:23:40","21.4","25"
"2021-01-19 19:53:44","21.7","23"
"2021-01-19 20:15:49","22.1","24"
"2021-01-19 20:45:52","22.5","27"
"2021-01-19 21:15:55","23.0","29"
"2021-01-19 21:44:03","22.5","31"
"2021-01-19 22:00:08","21.9","32"
"2021-01-19 22:22:09","22.4","36"
"2021-01-19 22:30:12","22.8","36"
"2021-01-19 22:40:13","23.4","36"
"2021-01-19 22:54:16","23.8","35"
"2021-01-19 23:24:19","23.5","38"
"2021-01-19 23:54:23","23.2","39"
"2021-01-20 00:22:30","22.7","40"
"2021-01-20 00:30:30","22.2","41"
"2021-01-20 00:38:33","21.7","41"
"2021-01-20 00:50:35","21.3","43"
"2021-01-20 01:06:40","20.8","43"
"2021-01-20 01:24:42","20.3","44"
"2021-01-20 01:54:47","19.8","43"
"2021-01-20 02:24:52","19.4","43"
"2021-01-20 02:54:56","19.3","44"
"2021-01-20 03:24:59","19.1","44"
"2021-01-20 03:55:02","18.9","43"
